Permutation,Mode,Modelfile,VDDIO(V),VDD(V),Temp(C),datarate(Mg),cload_io(pF),rref_scale,padp_voltage_0,padp_voltage_20ui,padn_voltage_0,padn_voltage_20ui,padp_risetime(pS),padp_falltime(pS),padn_risetime(pS),padn_falltime(pS),tdly_rise_a_to_padp(pS),tdly_fall_a_to_padp(pS),tdly_rise_a_to_padn(pS),tdly_fall_a_to_padn(pS),tdly_rise_a_to_padp_padn(pS),tdly_fall_a_to_padp_padn(pS),tdly_rise_a_to_padn_padp(pS),tdly_fall_a_to_padn_padp(pS),padp_dutycycle(%),padn_dutycycle(%),padp_padn_dutycycle(%),padn_padp_dutycycle(%),padp_jitter(pS),padn_jitter(pS),vdd_rms_current(mA),vdd_vi_rms(mA),vddio_rms_current(mA),vddio_vi_rms(mA),vss_rms_current(mA),vssio_rms_current(mA),padp_rms_current(mA),padn_rms_current(mA)
psim3tx264,ddr5,22,1.1,0.9,25,3200,0.675,1,0.44231,1.10001,1.1,0.44235,156.69,161.52,156.8,161.76,521.55,512.53,524.51,517.72,519.73,518.9,518.9,519.73,48.92199,48.79105,50.10192,49.89808,9.8022,10.385,22.054,19.848,26.798,29.478,28.447,34.916,8.8777,8.8923
