permutation,mode,param_modelfile,param_rmodellib,param_cmodellib,param_bjtmodellib,param_mciterations,param_typ,param_cmax,param_cmin,param_vddio,param_vdd,param_temp,param_datarate,padp_dutycycle,padn_dutycycle,padp_padn_dutycycle,padn_padp_dutycycle,padp_risetime,padp_falltime,padn_risetime,padn_falltime
psim3tx289,ddr5,33.00000,3.00000,3.00000,3.00000,0.,0.,0.,0.,1.02400,0.78300,-40.00000,3.2000e+09,49.07997,48.59192,50.34326,49.65674,1.4957e-10,1.5415e-10,1.4963e-10,1.5428e-10
