permutation,mode,param_modelfile,param_rmodellib,param_cmodellib,param_bjtmodellib,param_mciterations,param_typ,param_cmax,param_cmin,param_vddio,param_vdd,param_temp,param_datarate,padp_dutycycle,padn_dutycycle,padp_padn_dutycycle,padn_padp_dutycycle,padp_risetime,padp_falltime,padn_risetime,padn_falltime
psim3tx273,ddr5,13.00000,1.00000,1.00000,1.00000,0.,0.,0.,0.,1.02400,0.78300,-40.00000,3.2000e+09,52.72985,51.86977,50.30243,49.69757,1.5991e-10,1.6068e-10,1.6029e-10,1.6089e-10
