permutation,mode,param_modelfile,param_rmodellib,param_cmodellib,param_bjtmodellib,param_mciterations,param_typ,param_cmax,param_cmin,param_vddio,param_vdd,param_temp,param_datarate,padp_dutycycle,padn_dutycycle,padp_padn_dutycycle,padn_padp_dutycycle,padp_risetime,padp_falltime,padn_risetime,padn_falltime
psim3tx322,ddr4,33.00000,3.00000,3.00000,3.00000,0.,0.,0.,0.,1.11700,0.78300,-40.00000,2.6660e+09,49.35019,48.95131,50.24186,49.75814,1.5930e-10,1.6592e-10,1.5923e-10,1.6609e-10
