permutation,mode,param_modelfile,param_rmodellib,param_cmodellib,param_bjtmodellib,param_mciterations,param_typ,param_cmax,param_cmin,param_vddio,param_vdd,param_temp,param_datarate,padp_dutycycle,padn_dutycycle,padp_padn_dutycycle,padn_padp_dutycycle,padp_risetime,padp_falltime,padn_risetime,padn_falltime
psim3tx285,ddr5,31.00000,3.00000,3.00000,3.00000,0.,0.,0.,0.,1.15500,0.78300,-40.00000,3.2000e+09,48.39578,47.58471,50.55569,49.44431,1.5166e-10,1.5834e-10,1.5172e-10,1.5890e-10
