permutation,mode,param_modelfile,param_rmodellib,param_cmodellib,param_bjtmodellib,param_mciterations,param_typ,param_cmax,param_cmin,param_vddio,param_vdd,param_temp,param_datarate,padp_dutycycle,padn_dutycycle,padp_padn_dutycycle,padn_padp_dutycycle,padp_risetime,padp_falltime,padn_risetime,padn_falltime
psim3tx2640,ddr5,22.00000,2.00000,2.00000,2.00000,0.,0.,0.,0.,1.10000,0.90000,25.00000,3.2000e+09,48.92199,48.79105,50.10192,49.89808,1.5669e-10,1.6152e-10,1.5680e-10,1.6176e-10
