permutation,mode,param_modelfile,param_rmodellib,param_cmodellib,param_bjtmodellib,param_mciterations,param_typ,param_cmax,param_cmin,param_vddio,param_vdd,param_temp,param_datarate,padp_dutycycle,padn_dutycycle,padp_padn_dutycycle,padn_padp_dutycycle,padp_risetime,padp_falltime,padn_risetime,padn_falltime
psim3tx271,ddr5,11.00000,1.00000,1.00000,1.00000,0.,0.,0.,0.,1.15500,0.94500,-40.00000,3.2000e+09,49.25515,48.83159,50.15179,49.84821,1.6056e-10,1.6717e-10,1.6079e-10,1.6771e-10
