permutation,mode,param_modelfile,param_rmodellib,param_cmodellib,param_bjtmodellib,param_mciterations,param_typ,param_cmax,param_cmin,param_vddio,param_vdd,param_temp,param_datarate,padp_dutycycle,padn_dutycycle,padp_padn_dutycycle,padn_padp_dutycycle,padp_risetime,padp_falltime,padn_risetime,padn_falltime
psim3tx299,ddr4,11.00000,1.00000,1.00000,1.00000,0.,0.,0.,0.,1.11700,0.78300,125.00000,2.6660e+09,49.46476,49.46219,50.09965,49.90035,1.7800e-10,1.8438e-10,1.7834e-10,1.8469e-10
