permutation,mode,param_modelfile,param_rmodellib,param_cmodellib,param_bjtmodellib,param_mciterations,param_typ,param_cmax,param_cmin,param_vddio,param_vdd,param_temp,param_datarate,padp_dutycycle,padn_dutycycle,padp_padn_dutycycle,padn_padp_dutycycle,padp_risetime,padp_falltime,padn_risetime,padn_falltime
psim3tx284,ddr5,31.00000,3.00000,3.00000,3.00000,0.,0.,0.,0.,1.02400,0.94500,125.00000,3.2000e+09,47.80964,47.48500,50.30471,49.69529,1.5679e-10,1.6445e-10,1.5707e-10,1.6450e-10
